Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Country,Age_Group
75-845-3143,23,Other,High,Single,High School,High,Rumbek,Software & Apps,490.11,8,Online,3,4,2.0,Low,Not Sensitive,1,1,Low,Smartphone,Other,2024-12-24,False,False,Planned,Standard,14,SS,18-25
42-207-5005,45,Female,Middle,Widowed,High School,High,Santa Marta,Furniture,491.51,2,Mixed,2,5,0.0,Medium,Very Sensitive,1,1,High,Smartphone,PayPal,2024-12-06,True,False,Need-based,No Preference,7,CO,36-45
47-266-2261,36,Female,Middle,Single,Bachelor's,Middle,Brändö,Furniture,457.39,12,In-Store,1,1,1.0,High,Not Sensitive,1,5,High,Desktop,Credit Card,2024-10-29,True,False,Impulsive,Standard,9,Unknown,36-45
37-468-8133,44,Male,Middle,Single,High School,Middle,Cimara,Health Care,492.51,7,Online,1,4,1.0,Low,Not Sensitive,0,2,Medium,Desktop,PayPal,2024-01-30,True,True,Wants-based,Standard,4,Unknown,36-45
72-324-1243,34,Male,High,Married,High School,Middle,Bairan,Mobile Accessories,65.45,6,In-Store,2,4,1.0,High,Very Sensitive,0,2,Medium,Smartphone,Credit Card,2024-09-21,True,True,Impulsive,No Preference,3,Unknown,26-35
62-687-5354,23,Male,Middle,Single,High School,Middle,Abaetetuba,Health Care,255.86,3,Online,4,5,2.0,High,Very Sensitive,0,1,Low,Tablet,PayPal,2024-03-25,True,False,Planned,No Preference,4,BR,18-25
54-634-0814,35,Male,High,Divorced,Bachelor's,High,Pasirjaya,Furniture,74.69,10,In-Store,5,3,1.0,Low,Somewhat Sensitive,0,6,Medium,Desktop,PayPal,2024-11-12,False,True,Need-based,No Preference,3,Unknown,26-35
62-892-2088,38,Male,High,Widowed,Master's,High,Huakoulongtan,Software & Apps,370.17,2,Mixed,5,4,2.0,Medium,Not Sensitive,1,9,Low,Tablet,Cash,2024-11-23,False,True,Need-based,Express,1,Unknown,36-45
53-951-2529,25,Male,Middle,Divorced,Master's,High,Burgastai,Electronics,384.26,6,Mixed,4,2,1.0,High,Not Sensitive,0,9,Medium,Smartphone,PayPal,2024-07-11,False,True,Need-based,No Preference,11,Unknown,18-25
00-264-3797,26,Male,Middle,Married,Master's,Middle,Chavarría,Home Appliances,128.01,2,Mixed,4,2,1.0,Medium,Somewhat Sensitive,0,1,High,Smartphone,Debit Card,2024-04-17,True,False,Need-based,No Preference,10,Unknown,26-35
74-051-7865,19,Female,High,Divorced,Bachelor's,High,Deqing,Baby Products,390.44,4,Mixed,5,1,0.0,Medium,Very Sensitive,0,4,High,Desktop,Other,2024-02-15,True,False,Need-based,Standard,4,CN,18-25
40-450-4266,37,Female,Middle,Single,Bachelor's,Middle,Sala,Health Care,61.5,11,Mixed,4,2,0.0,Medium,Very Sensitive,0,1,High,Smartphone,Other,2024-01-26,True,True,Planned,Express,8,Unknown,36-45
78-796-5651,35,Female,Middle,Divorced,High School,High,Dłutów,Office Supplies,234.44,6,In-Store,3,5,2.0,Medium,Very Sensitive,0,1,High,Desktop,Other,2024-05-23,False,True,Impulsive,Express,5,Unknown,26-35
78-163-4800,43,Male,Middle,Single,Master's,Middle,Regimin,Toys & Games,318.84,6,Online,1,1,2.0,Low,Very Sensitive,0,4,High,Tablet,Other,2024-04-20,False,True,Wants-based,Standard,10,Unknown,36-45
14-118-5229,25,Male,Middle,Divorced,Master's,High,Dayr Sharaf,Books,475.64,3,Online,3,4,1.0,Low,Very Sensitive,1,2,Medium,Smartphone,PayPal,2024-02-15,True,True,Planned,Standard,9,Unknown,18-25
21-959-5766,24,Other,High,Married,High School,Middle,Ma'an,Luxury Goods,196.63,9,Online,4,2,2.0,Medium,Somewhat Sensitive,1,6,Low,Tablet,Other,2024-12-15,True,False,Need-based,No Preference,7,JO,18-25
35-850-8676,24,Female,High,Married,High School,Middle,Sishilichengzi,Luxury Goods,472.52,8,Online,2,4,0.0,Low,Somewhat Sensitive,2,8,Medium,Tablet,Cash,2024-01-24,False,True,Planned,No Preference,14,Unknown,18-25
78-503-0416,25,Male,Middle,Single,High School,High,Villa Dolores,Luxury Goods,85.57,12,In-Store,2,1,1.0,Low,Very Sensitive,2,4,Medium,Tablet,Debit Card,2024-08-31,True,True,Planned,No Preference,9,AR,18-25
93-989-8649,26,Male,Middle,Divorced,Bachelor's,Middle,Shibushi,Food & Beverages,172.5,8,Online,1,3,0.0,Medium,Somewhat Sensitive,0,8,Low,Desktop,Credit Card,2024-07-19,True,False,Impulsive,No Preference,7,JP,26-35
80-277-3242,36,Male,High,Widowed,High School,Middle,Montreuil,Travel & Leisure (Flights,342.39,8,In-Store,1,5,2.0,Low,Very Sensitive,2,3,High,Desktop,Other,2024-01-04,False,False,Need-based,Standard,9,FR,36-45
50-510-5119,43,Male,High,Widowed,Master's,High,Montecristi,Beauty & Personal Care,322.4,7,Mixed,4,2,1.0,Medium,Very Sensitive,2,3,Medium,Tablet,Cash,2024-08-07,True,True,Need-based,Express,2,EC,36-45
63-964-6954,19,Female,High,Married,High School,Middle,Prince Albert,Health Care,73.19,5,Mixed,2,5,1.0,Low,Not Sensitive,2,8,High,Smartphone,PayPal,2024-04-11,False,True,Need-based,No Preference,3,CA,18-25
55-569-9247,41,Female,Middle,Married,Master's,High,Göteborg,Toys & Games,279.08,10,Online,4,2,1.0,High,Not Sensitive,2,7,Medium,Smartphone,Credit Card,2024-04-25,False,True,Wants-based,No Preference,3,SE,36-45
77-626-7240,25,Male,High,Widowed,Master's,High,Liushun,Food & Beverages,86.39,5,Mixed,4,5,1.0,High,Somewhat Sensitive,1,1,Medium,Desktop,Debit Card,2024-09-09,False,False,Need-based,Standard,7,Unknown,18-25
75-915-9803,45,Male,High,Widowed,Bachelor's,Middle,Sancha,Baby Products,192.35,11,Mixed,3,5,2.0,High,Not Sensitive,2,1,High,Smartphone,Credit Card,2024-05-08,True,False,Impulsive,Express,11,Unknown,36-45
78-905-2660,36,Female,Middle,Divorced,Bachelor's,High,Damnoen Saduak,Beauty & Personal Care,235.32,7,Online,2,1,1.0,Medium,Very Sensitive,1,10,High,Desktop,PayPal,2024-06-09,False,True,Impulsive,Express,11,TH,36-45
02-677-6735,21,Female,High,Widowed,High School,High,Cianorte,Electronics,212.63,8,Online,4,2,1.0,Low,Very Sensitive,0,4,High,Desktop,Debit Card,2024-08-27,False,True,Need-based,No Preference,6,BR,18-25
99-477-8256,25,Female,Middle,Single,Master's,High,Kāshmar,Gardening & Outdoors,343.77,6,Online,4,3,2.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,2024-09-18,True,True,Wants-based,Express,6,IR,18-25
03-992-3728,26,Other,Middle,Married,Bachelor's,High,‘Arad,Groceries,339.32,9,In-Store,2,4,0.0,Medium,Very Sensitive,1,4,High,Tablet,Other,2024-09-05,False,False,Need-based,No Preference,7,Unknown,26-35
24-878-4507,34,Male,High,Divorced,Bachelor's,Middle,Lenart v Slov. Goricah,Clothing,327.05,9,Mixed,5,4,0.0,Low,Somewhat Sensitive,2,3,High,Desktop,Cash,2024-08-06,False,True,Need-based,No Preference,7,Unknown,26-35
22-106-8347,48,Male,High,Divorced,Master's,Middle,Bigaa,Toys & Games,334.45,2,In-Store,2,5,0.0,Medium,Not Sensitive,2,9,High,Tablet,Credit Card,2024-06-18,True,False,Impulsive,No Preference,6,Unknown,46-55
81-479-0790,19,Male,High,Single,Bachelor's,Middle,Guadalupe,Food & Beverages,366.16,12,Mixed,4,4,2.0,Medium,Somewhat Sensitive,1,5,Low,Desktop,Credit Card,2024-08-26,False,False,Need-based,No Preference,4,PE,18-25
03-023-9932,37,Female,High,Widowed,Bachelor's,Middle,Xiaruyue,Groceries,481.78,8,In-Store,5,2,0.0,Medium,Very Sensitive,2,4,Low,Tablet,Debit Card,2024-04-24,True,True,Wants-based,Express,1,Unknown,36-45
09-369-0588,42,Male,High,Single,Bachelor's,Middle,Dalumangcob,Gardening & Outdoors,333.18,6,In-Store,1,1,0.0,Medium,Very Sensitive,2,5,Low,Smartphone,Other,2024-04-16,True,False,Planned,Express,8,Unknown,36-45
87-727-6434,28,Female,High,Widowed,Master's,Middle,Cravo Norte,Arts & Crafts,73.23,8,Online,2,2,2.0,Low,Very Sensitive,1,2,Low,Smartphone,Credit Card,2024-07-17,True,True,Need-based,No Preference,6,Unknown,26-35
93-413-4758,31,Female,Middle,Single,Master's,High,Samamiya,Hotels,182.6,4,Online,5,2,0.3,Low,Not Sensitive,2,9,High,Tablet,PayPal,2024-05-31,False,True,Wants-based,Express,5,Unknown,26-35
15-663-7994,20,Female,Middle,Widowed,Bachelor's,High,Tanahmerah,Jewelry & Accessories,497.8,2,Online,3,5,0.2,High,Somewhat Sensitive,1,2,Medium,Smartphone,Other,2024-01-21,True,False,Wants-based,No Preference,9,Unknown,18-25
29-319-4519,32,Male,High,Divorced,High School,High,Örebro,Food & Beverages,171.17,4,In-Store,1,3,0.0,High,Somewhat Sensitive,0,4,Medium,Desktop,Debit Card,2024-06-15,False,True,Wants-based,Standard,12,SE,26-35
40-347-2903,27,Female,Middle,Single,Bachelor's,High,Kefar Yona,Jewelry & Accessories,425.82,3,In-Store,4,5,1.0,Low,Not Sensitive,1,6,High,Smartphone,Cash,2024-04-19,True,True,Wants-based,Standard,11,Unknown,26-35
18-452-1635,19,Female,Middle,Widowed,Bachelor's,Middle,Pasto,Sports & Outdoors,210.58,10,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,3,Low,Tablet,Debit Card,2024-09-12,True,True,Planned,No Preference,8,CO,18-25
47-710-5471,50,Male,Middle,Single,High School,Middle,Huangtan,Beauty & Personal Care,199.64,11,Online,5,4,1.0,High,Somewhat Sensitive,1,5,High,Desktop,PayPal,2024-09-04,False,True,Planned,Express,8,Unknown,46-55
88-167-7129,40,Other,High,Married,Bachelor's,Middle,Il’inskiy,Packages),162.22,10,In-Store,5,5,0.2,High,Somewhat Sensitive,1,1,Medium,Desktop,Other,2024-04-28,True,True,Wants-based,No Preference,8,Unknown,36-45
46-678-4172,24,Female,Middle,Married,Master's,Middle,Na Chaluai,Luxury Goods,365.88,12,Online,3,3,2.0,Medium,Very Sensitive,0,9,High,Smartphone,Other,2024-11-05,True,False,Need-based,Express,7,Unknown,18-25
14-249-1256,46,Male,Middle,Single,High School,Middle,Marolambo,Beauty & Personal Care,58.29,6,Mixed,2,3,2.0,Medium,Somewhat Sensitive,1,7,Low,Tablet,Other,2024-02-13,False,True,Impulsive,Standard,14,MG,46-55
75-617-1460,50,Male,High,Married,Master's,High,Wiwilí,Health Supplements,66.86,3,Mixed,1,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,Other,2024-01-25,True,True,Wants-based,Express,9,Unknown,46-55
10-247-0192,29,Female,High,Single,Bachelor's,Middle,Cali,Groceries,279.34,5,Mixed,3,1,0.0,Medium,Very Sensitive,2,6,Low,Tablet,PayPal,2024-08-22,False,True,Wants-based,No Preference,11,CO,26-35
91-857-0797,22,Other,High,Widowed,High School,Middle,Pinagsibaan,Baby Products,435.37,11,Online,4,2,1.0,Low,Very Sensitive,0,3,High,Tablet,Credit Card,2024-08-30,True,True,Planned,Standard,4,Unknown,18-25
48-609-7715,43,Female,High,Divorced,Master's,Middle,Aguilares,Jewelry & Accessories,426.89,2,Mixed,5,1,1.0,High,Not Sensitive,1,3,Low,Smartphone,PayPal,2024-11-02,True,False,Wants-based,Express,10,SV,36-45
13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo,Animal Feed,365.37,6,Mixed,1,2,1.0,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,2024-07-02,True,True,Wants-based,Express,7,Unknown,18-25
47-073-6440,21,Female,Middle,Divorced,Master's,High,Taiyuan,Mobile Accessories,487.25,4,Online,3,2,1.0,High,Very Sensitive,0,4,High,Desktop,Cash,2024-10-08,False,False,Wants-based,Standard,1,CN,18-25
50-303-1693,29,Female,Middle,Married,High School,High,Chatturat,Baby Products,187.22,10,Online,5,3,0.0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,2024-06-04,False,False,Wants-based,Standard,4,Unknown,26-35
09-513-4923,38,Other,High,Divorced,Master's,High,Kadugadung,Travel & Leisure (Flights,246.74,10,Online,2,3,0.0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,2024-03-27,False,False,Need-based,Express,8,Unknown,36-45
82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,128.74,12,Mixed,5,1,1.0,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,2024-01-06,False,True,Planned,Standard,1,Unknown,26-35
70-774-7728,41,Female,Middle,Widowed,Master's,Middle,Dualing,Toys & Games,339.63,2,In-Store,3,3,2.0,Medium,Very Sensitive,2,1,Low,Tablet,PayPal,2024-08-26,True,False,Impulsive,No Preference,6,Unknown,36-45
04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,88.4,5,In-Store,5,2,0.0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,2024-05-26,True,False,Need-based,No Preference,4,Unknown,26-35
31-783-9785,19,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,218.65,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,2024-07-17,True,True,Impulsive,Standard,4,Unknown,18-25
58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,207.66,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,2024-07-08,False,True,Wants-based,Standard,8,NG,26-35
74-882-6648,34,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,141.09,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,2024-06-19,False,True,Wants-based,Express,1,Unknown,26-35
25-085-7917,42,Female,Middle,Single,High School,High,Pallisa,Hotels,195.05,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,2024-05-21,True,False,Impulsive,No Preference,11,UG,36-45
66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual,Groceries,432.84,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2024-02-05,False,False,Wants-based,No Preference,4,PH,18-25
37-037-1765,30,Male,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah,Jewelry & Accessories,404.12,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2024-02-29,False,False,Impulsive,Express,11,Unknown,26-35
50-471-0212,19,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Jewelry & Accessories,233.02,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,2024-10-29,False,False,Impulsive,Standard,8,Unknown,18-25
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Packages),273.41,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,2024-10-17,True,False,Planned,Standard,2,RU,26-35
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Furniture,338.96,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,2024-11-04,True,True,Wants-based,Standard,4,KZ,18-25
09-775-4058,23,Male,High,Married,High School,High,Perzów,Mobile Accessories,425.21,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,2024-03-25,True,True,Planned,Express,12,Unknown,18-25
56-592-0089,35,Female,Middle,Divorced,Master's,High,Hengshui,Health Care,170.71,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,2024-04-14,True,True,Planned,No Preference,7,CN,26-35
29-374-1297,33,Other,Middle,Widowed,High School,Middle,Nantes,Animal Feed,444.05,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,2024-06-04,True,True,Wants-based,Standard,8,FR,26-35
80-728-6133,47,Male,Middle,Divorced,High School,Middle,Tamorot,Gardening & Outdoors,255.1,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,2024-01-28,True,False,Planned,No Preference,14,Unknown,46-55
23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,201.69,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,2024-07-19,True,False,Planned,No Preference,3,Unknown,18-25
22-483-3115,37,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,390.51,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,2024-04-15,False,False,Wants-based,Express,6,Unknown,36-45
57-372-5969,35,Other,High,Divorced,Master's,High,Bogovarovo,Clothing,442.29,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,2024-09-11,False,False,Planned,Express,13,Unknown,26-35
39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,166.74,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,2024-01-14,False,False,Impulsive,No Preference,1,BR,26-35
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Ţāqchah Khānah,Mobile Accessories,299.28,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,2024-05-29,False,False,Wants-based,Standard,3,Unknown,26-35
06-594-3417,27,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,344.81,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,2024-12-23,True,True,Wants-based,Express,14,BG,26-35
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,445.34,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,2024-03-04,True,True,Impulsive,No Preference,3,FR,18-25
12-851-1771,50,Other,High,Married,High School,High,Zhukovo,Electronics,123.73,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,2024-10-07,False,True,Need-based,No Preference,10,Unknown,46-55
79-960-1714,31,Male,Middle,Single,Master's,High,Nyköping,Travel & Leisure (Flights,370.54,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,2024-03-25,True,False,Impulsive,No Preference,7,SE,26-35
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,295.75,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,2024-12-07,True,True,Need-based,Standard,8,CO,26-35
89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,358.11,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,2024-09-03,False,False,Need-based,Standard,11,Unknown,36-45
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Books,419.53,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,2024-03-27,False,False,Wants-based,Express,6,TH,18-25
87-056-8987,49,Other,High,Widowed,High School,Middle,Negeriagung,Groceries,491.92,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,2024-12-29,False,False,Wants-based,Standard,2,Unknown,46-55
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,388.82,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,2024-09-03,False,False,Need-based,No Preference,6,Unknown,18-25
84-260-6464,23,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,58.32,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,2024-03-13,True,True,Need-based,Standard,8,Unknown,18-25
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Groceries,464.76,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2024-02-04,False,True,Need-based,No Preference,3,UG,26-35
45-795-1873,20,Other,High,Widowed,Master's,Middle,Jagistay,Packages),393.35,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,2024-06-16,True,True,Need-based,No Preference,12,Unknown,18-25
06-647-3248,26,Female,High,Single,Master's,High,Yuannan,Electronics,114.03,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,2024-04-13,True,True,Planned,No Preference,6,Unknown,26-35
08-806-0588,25,Male,High,Single,High School,Middle,Al Qarārah,Health Supplements,434.86,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,2024-06-24,True,False,Impulsive,Express,11,PS,18-25
94-746-2001,30,Female,Middle,Married,Bachelor's,Middle,Fandriana,Office Supplies,489.1,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,2024-11-18,True,False,Need-based,Standard,13,MG,26-35
38-943-5744,19,Other,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,288.15,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,2024-08-06,True,False,Impulsive,Standard,13,Unknown,18-25
98-535-8497,35,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,105.87,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,2024-09-15,False,False,Planned,Express,4,Unknown,26-35
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,163.4,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,2024-07-08,True,False,Planned,Standard,7,Unknown,36-45
64-180-2404,48,Male,Middle,Divorced,High School,High,Cendagah,Gardening & Outdoors,361.48,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,2024-06-16,True,True,Wants-based,Express,13,Unknown,46-55
94-682-4886,27,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,241.56,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,2024-11-28,True,False,Need-based,Express,2,Unknown,26-35
55-944-9669,32,Other,Middle,Divorced,Master's,High,Sobeok,Clothing,249.73,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,2024-11-15,True,False,Wants-based,No Preference,1,Unknown,26-35
28-855-1639,46,Male,High,Single,High School,Middle,Jiaozuo,Electronics,445.93,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,2024-05-15,False,True,Need-based,No Preference,13,CN,46-55
58-233-5963,34,Male,High,Single,Bachelor's,High,Gualeguay,Travel & Leisure (Flights,393.09,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,2024-04-11,False,True,Planned,Standard,1,AR,26-35
73-359-1998,24,Female,Middle,Divorced,Bachelor's,Middle,Dicamay,Mobile Accessories,159.3,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,2024-04-24,False,True,Impulsive,Express,2,Unknown,18-25
84-459-7736,22,Other,Middle,Widowed,Master's,Middle,Xiluodu,Luxury Goods,324.39,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,2024-11-19,True,False,Need-based,Express,1,Unknown,18-25
07-395-5818,37,Other,High,Single,High School,High,Ḩabābah,Clothing,198.89,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,2024-01-12,False,False,Impulsive,Standard,1,Unknown,36-45
68-129-1060,37,Female,High,Divorced,Bachelor's,High,Abaeté,Arts & Crafts,92.97,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,2024-12-15,False,True,Impulsive,Standard,7,BR,36-45
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,144.39,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,2024-06-11,True,True,Impulsive,Standard,12,Unknown,36-45
89-833-7175,43,Male,Middle,Widowed,High School,High,Kęsowo,Animal Feed,209.62,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,2024-10-12,True,False,Planned,Standard,9,Unknown,36-45
08-117-9893,49,Male,High,Single,High School,Middle,Colombo,Baby Products,411.62,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,2024-10-05,True,False,Wants-based,Express,12,LK,46-55
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),159.82,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,2024-12-09,True,True,Planned,No Preference,10,Unknown,26-35
38-881-0766,27,Male,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,299.75,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,2024-07-05,False,True,Need-based,No Preference,7,PE,26-35
17-344-8603,29,Male,High,Divorced,Bachelor's,Middle,Al Jīzah,Animal Feed,319.38,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,2024-11-15,True,True,Need-based,No Preference,8,Unknown,26-35
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,301.01,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,2024-08-23,False,True,Need-based,Express,13,Unknown,18-25
27-843-5553,44,Other,Middle,Single,Bachelor's,Middle,Tío Pujio,Mobile Accessories,314.32,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,2024-03-16,True,False,Impulsive,Standard,7,Unknown,36-45
08-584-8296,18,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,218.26,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,2024-02-27,False,False,Wants-based,Standard,12,Unknown,18-25
65-167-9819,28,Male,High,Divorced,High School,Middle,Punta Gorda,Luxury Goods,430.75,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,2024-06-24,True,False,Planned,No Preference,6,US,26-35
19-925-2376,24,Male,High,Single,Bachelor's,Middle,Segodim,Mobile Accessories,162.95,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,2024-07-21,False,True,Impulsive,Express,14,Unknown,18-25
62-701-1037,49,Male,Middle,Widowed,Master's,High,Lazarevac,Books,192.51,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,2024-08-23,True,False,Need-based,Standard,9,RS,46-55
04-809-8989,25,Female,High,Married,High School,Middle,Zhongcun,Furniture,239.28,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,2024-11-08,False,True,Impulsive,No Preference,10,Unknown,18-25
39-867-1989,40,Female,High,Widowed,High School,High,Gaopeng,Mobile Accessories,306.17,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,2024-01-29,False,True,Wants-based,Express,8,Unknown,36-45
85-885-6579,50,Male,Middle,Single,Bachelor's,Middle,Tirana,Arts & Crafts,346.58,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,2024-06-03,False,False,Impulsive,Express,7,AL,46-55
